id_node,Square clustering

0,0

23977,0.012938866288902659

1,0.0723437636189314

34526,0.0

2370,0.017290206648697216

14683,0.013382424202197462

29982,0.02045412960227097

21142,0.020188221079570936

20363,0.0232181792043094

23830,0.0076062365213637045

34035,0.0007056167090036692

6067,0.0

19720,0.012010847378550184

20183,0.005780346820809248

3,0.019178082191780823

4950,0

18029,0.0049392994005038

3358,0.0034253283443409256

34935,0.0065705621236759985

5916,0.019287387445468807

4,0.0

2865,0.0018315018315018315

9342,0.0007836990595611285

5,0

27803,0.006401893080989731

6,0.038865685295073484

18612,0.012124746144411155

18876,0.018052688780428736

31890,0.006949577710840399

17647,0.015565290095561493

18562,0.01468866982500628

7,0.05423728813559322

37493,0.012102224344793718

33643,0.01774782532610286

30199,0.018741946447220326

35773,0.013645964900779808

11273,0.010434847671656266

12775,0.035695630001751535

21864,0.018283787816153575

9051,0.014619868444537073

34957,0.004273999594332242

21395,0.020188133140376267

9891,0.0063372393047287

9340,0.00867906808146049

31260,0.024193548387096774

14820,0.0007735583684950774

26666,0.011935926025927223

22516,0.0029647585306731305

8,0.05769206465555373

19253,0.009061768011498302

11083,0.013712203945842697

23973,0.017428146822558034

36652,0.011366200527354804

10080,0.014560139837673024

14003,0.011207958983600127

4793,0.009327376967238682

9,0.0019711059063608747

15477,0.018304883772634076

23914,0.016809023412311008

33129,0.25

27768,0.016129032258064516

19407,0.02955482975259441

30596,0.010311135449842199

10,0.017279718058294324

35842,0.013290802764486975

23589,0.013397141054007904

37280,0.02108349417294064

2078,0.013736941267761968

23670,0.005866915001693194

32836,0.007127562438044945

34238,0.012467409681208366

19345,0.009956606234858771

19973,0.009821182360053454

29557,0.015484996238066855

33138,0.011284994083969137

35762,0.01541465393734231

4708,0.010828058795836168

15495,0.010961396819895152

10487,0.012358134477385591

12102,0.009357191398666262

27313,0.037109394618158445

27450,0.010115778570606514

19222,0.009279139424534262

7843,0.015447608412432532

19256,0.00944676527896768

14478,0.008854961832061069

26143,0.009775906151300948

12894,0.014850451053582804

11514,0.008948028583012366

16321,0.012787791151719713

35633,0.008633437923614337

22564,0.016250739733746827

22666,0.018645860714214906

22674,0.021210553543714435

5567,0.014396622183141522

29876,0.01811316482868906

33500,0.004486781252157106

14720,0.020880992942321732

32322,0.01159098935129849

37577,0.021194294463695706

36578,0.019186831169332452

3797,0.01605818447838149

4530,0.00411944527288995

27340,0.01007886734298641

26639,0.013467810941136856

915,0.022843311935494406

1407,0.008432065062238165

10456,0.01645083126058578

17332,0.023182285974982227

13638,0.009669615830103144

18850,0.015274675036233176

1923,0.0088717690875184

11271,0.013072940101234687

31938,0.0049938963489068915

27314,0.015231466431368907

16641,0.009136652542372881

30002,0.012389083775102769

7027,0.016059506030078587

10535,0.018157389800097012

29465,0.006749156355455568

35008,0.01419103617230598

23972,0.01895577967328646

16995,0.025159139133070628

21934,0.007166989062318931

6229,0.019024957698815567

29964,0.012687374795643464

4469,0.005029182715758667

11,0.1705711656875929

12,0.018069584736251403

20854,0.014979077632225142

4398,0.024734982332155476

9598,0.011928375649163301

25134,0.02193968602857402

13228,0.0008442171127774743

11051,0.01163895946410579

13,0.058188424604204515

5629,0.006764371158874202

14,0.03485977761448332

20880,0.03244263347063156

34989,0.03062050544580354

15143,0.02114470469325527

36404,0.04522148901361263

33988,0.017666170249296825

30809,0.01711833526180838

18638,0.014656624318453765

18910,0.03427692263926852

31126,0.022218797874843956

7825,0.01729978665851276

28922,0.02132025745098499

34629,0.017331475352726007

13396,0.011785579305421408

23838,0.016444491437765774

8635,0.020541286405445225

4174,0.013824713977867267

15,0.03794487718588666

10219,0.019483562161481296

17787,0.017631277201770938

3368,0.011002213088839708

12921,0.011936957578713707

5310,0.0206939379767716

9049,0.01270567422559725

30833,0

23204,0.010733185474500466

1501,0.016102944811436776

33671,0.006697785314434678

18163,0.008154836961879849

29892,0.018070850693753

17,0.04883720930232558

36099,0.026117667834123084

32821,0.012565507796378828

18,0.007533482142857143

27696,0.005128728534612538

