id_node,Degree Centrality

0,2.652379184128163e-05

23977,0.0008487613389210122

1,0.00021219033473025305

34526,5.304758368256326e-05

2370,0.0010609516736512653

14683,0.002811521935175853

29982,0.012970134210386718

21142,0.018274892578643044

20363,0.01074213569571906

23830,0.0009018089226035755

34035,5.304758368256326e-05

6067,5.304758368256326e-05

19720,0.0010344278818099836

20183,7.957137552384489e-05

3,0.00013261895920640816

4950,2.652379184128163e-05

18029,0.0007691899633971673

3358,0.0005304758368256326

34935,0.0007691899633971673

5916,0.000503952044984351

4,5.304758368256326e-05

2865,7.957137552384489e-05

9342,0.00018566654288897143

5,2.652379184128163e-05

27803,0.18792106519548035

6,0.00015914275104768978

18612,0.000503952044984351

18876,0.008010185136067053

31890,0.2508620232348417

17647,0.0014853323431117714

18562,0.00928332714444857

7,0.00021219033473025305

37493,0.002784998143334571

33643,0.014163704843244392

30199,0.017691369158134847

35773,0.08816508408042015

11273,0.003925521192509681

12775,0.0006100472123494775

21864,0.007930613760543208

9051,0.04766325393878309

34957,0.00021219033473025305

21395,0.00047742825314306934

9891,0.0007691899633971673

9340,0.001087475465492547

31260,0.000503952044984351

14820,0.00013261895920640816

26666,0.00877937509946422

22516,0.00031828550209537956

8,0.00021219033473025305

19253,0.03723940374515941

11083,0.002678902975969445

23973,0.002731950559652008

36652,0.06214524428412286

10080,0.01480027584743515

14003,0.004429473237494032

4793,0.005543472494827861

9,0.00018566654288897143

15477,0.00037133308577794286

23914,0.0005835234205081959

33129,5.304758368256326e-05

27768,7.957137552384489e-05

19407,0.00018566654288897143

30596,0.0020423319717786854

10,0.0017505702615245877

35842,0.00031828550209537956

23589,0.025648506710519336

37280,0.0003448092939366612

2078,0.03628454723887327

23670,0.0004243806694605061

32836,0.0011935706328576733

34238,0.0017505702615245877

19345,0.0007161423797146041

19973,0.00018566654288897143

29557,0.003527664314890457

33138,0.0027054267678107264

35762,0.0012466182165402366

4708,0.00045090446130178775

15495,0.0031298074372712323

10487,0.002227998514667657

12102,0.00244018884939791

27313,0.0005835234205081959

27450,0.015171608933213093

19222,0.07845737626651106

7843,0.00029176171025409797

19256,0.0007161423797146041

14478,0.000503952044984351

26143,0.00039785687761922445

12894,0.0014588085512704898

11514,0.0008487613389210122

16321,0.007877566176860645

35633,0.0019892843880961225

22564,0.0018566654288897143

22666,0.016842607819213835

22674,0.00018566654288897143

5567,0.0036602832740968653

29876,0.002307569890191502

33500,0.00013261895920640816

14720,0.00023871412657153467

32322,0.001936236804413559

37577,0.0008222375470797306

36578,0.007744947217654236

3797,0.002493236433080473

4530,0.0005569996286669143

27340,0.0007691899633971673

26639,0.0025462840167630365

915,0.000503952044984351

1407,0.0018831892207309957

10456,0.0028645695188584163

17332,0.00039785687761922445

13638,0.06546071826428307

18850,0.00782451859317808

1923,0.005410853535621453

11271,0.006259614874542465

31938,0.00018566654288897143

27314,0.001220094424698955

16641,0.000503952044984351

30002,0.027982600392552123

7027,0.03938783088430322

10535,0.00037133308577794286

29465,0.00015914275104768978

35008,0.041668876982653445

23972,0.0017505702615245877

16995,0.00029176171025409797

21934,0.0007426661715558857

6229,0.0068431382950506605

29964,0.0008222375470797306

4469,0.00023871412657153467

11,5.304758368256326e-05

12,0.00015914275104768978

20854,0.013871943132990294

4398,0.0002652379184128163

9598,0.0006630947960320408

25134,0.0004243806694605061

13228,0.00018566654288897143

11051,0.032889501883189225

13,7.957137552384489e-05

5629,0.034905310063126624

14,0.00047742825314306934

20880,0.0020423319717786854

34989,0.0025462840167630365

15143,0.0029176171025409796

36404,0.0012996658002228

33988,0.008699803723940375

30809,0.010211659858893428

18638,0.012094849079624425

18910,0.0007957137552384489

31126,0.012970134210386718

7825,0.008142804095273461

28922,0.0010609516736512653

34629,0.00031828550209537956

13396,0.0017770940533658693

23838,0.015277704100578219

8635,0.014428942761657208

4174,0.007028804837939632

15,0.00047742825314306934

10219,0.0009813802981274203

17787,0.0048008063232719755

3368,0.0006365710041907591

12921,0.0019627605962548407

5310,0.0027054267678107264

9049,0.003235902604636359

30833,2.652379184128163e-05

23204,0.00747970929924142

1501,0.002493236433080473

33671,0.035727547610206356

18163,0.05103177550262586

29892,0.005304758368256326

17,7.957137552384489e-05

36099,0.0009283327144448571

32821,0.003103283645429951

18,7.957137552384489e-05

27696,0.00013261895920640816

23458,0.0036337594822555834

20,0.00010609516736512653

33863,0.002678902975969445

27745,0.0024136650575566285

29082,0.00747970929924142

3922,0.018142273619436634

21,0.0008752851307622938

12261,0.0006896185878733224

23332,0.0016709988860007428

34114,0.010689088112036498

21547,0.0020953795554612487

9553,0.008063232719749616

22321,0.016391703357912048

15191,0.024614078828709352

14242,0.02604636358813856

23783,0.0020688557636199673

37057,0.0010609516736512653

2282,0.0035011405230491754

2992,0.00045090446130178775

36632,0.00018566654288897143

19470,0.0008222375470797306

5300,0.010927802238608031

20919,0.0002652379184128163

33029,0.020688557636199673

10352,0.002015808179937404

12986,0.0013527133839053632

29615,0.00037133308577794286

21847,0.0012731420083815182

20961,0.0012466182165402366

12396,0.0014588085512704898

3747,0.001803617845207151

8172,0.003315473980160204

6790,0.004747758739589412

27877,0.00031828550209537956

5081,0.0008222375470797306

8360,0.0023871412657153466

1315,0.0009018089226035755

33684,0.0014588085512704898

22,0.00018566654288897143

32575,0.0032093788127950775

13685,0.0008487613389210122

291,0.00018566654288897143

3072,0.0006100472123494775

35241,0.0014057609675879265

23,0.00031828550209537956

21298,0.00031828550209537956

22584,0.0025728078086043184

21498,5.304758368256326e-05

9173,0.0002652379184128163

19358,0.0038459498169858366

9388,0.00013261895920640816

14635,0.001724046469683306

6221,0.0006630947960320408

35359,0.0012466182165402366

30235,0.01121956394886213

24,0.00047742825314306934

28761,0.0018301416370484326

327,0.00013261895920640816

22059,0.0012996658002228

7976,0.008275423054479869

26877,0.0028645695188584163

12523,0.0006100472123494775

3712,0.03352607288737998

32060,0.00618004349901862

35558,0.0033685215638427674

10840,0.00488037769879582

23267,0.00244018884939791

9722,0.0010609516736512653

14805,0.00023871412657153467

2431,0.010954326030449314

27954,0.00015914275104768978

6071,0.00013261895920640816

5061,0.006949233462415787

31987,0.0007161423797146041

1739,0.0004243806694605061

26,0.00018566654288897143

32718,0.006577900376637844

17091,0.0014057609675879265

15554,0.004562092196700441

3153,0.019574558378865844

29055,0.010025993316004457

34606,0.005543472494827861

27,0.0018566654288897143

14755,0.001007904089968702

28477,0.000503952044984351

24094,7.957137552384489e-05

12798,0.00021219033473025305

9947,0.0009018089226035755

35523,0.014694180680070024

19629,0.00037133308577794286

1659,0.0009813802981274203

37475,0.00031828550209537956

28014,0.0028910933106996977

11225,0.004827330115113257

32771,0.0002652379184128163

30417,0.0019097130125722774

32452,0.001087475465492547

34900,0.0006365710041907591

2035,0.0020688557636199673

18588,0.0008487613389210122

885,0.00031828550209537956

25948,5.304758368256326e-05

30502,0.00045090446130178775

14177,0.001936236804413559

18595,0.0007161423797146041

3491,0.007691899633971673

14947,0.00039785687761922445

17644,0.0018566654288897143

7415,0.0007426661715558857

25129,0.0005569996286669143

31525,0.003925521192509681

14185,0.001007904089968702

22836,0.0015649037186356162

25748,0.001724046469683306

35065,5.304758368256326e-05

